,country_life,Year,liver_death,country_pop,LifeExpectancy,Region,Country Name,Indicator Name,Pop
238,"Egypt, Arab Rep.",1990,0.003441003194582966,"Egypt, Arab Rep.",67.4,Middle East & North Africa,"Egypt, Arab Rep.","Population, female",27927902.0
239,Eritrea,1990,0.0036488883732423124,Eritrea,51.8,Sub-Saharan Africa,Eritrea,"Population, female",1129111.0
240,Spain,1990,0.007867855533261057,Spain,80.9,Europe & Central Asia,Spain,"Population, female",19827512.0
241,Estonia,1990,0.0032799562353284803,Estonia,74.3,Europe & Central Asia,Estonia,"Population, female",835377.0
242,Ethiopia,1990,0.0034864126750469696,Ethiopia,49.1,Sub-Saharan Africa,Ethiopia,"Population, female",24007485.0
243,Finland,1990,0.003530037462814796,Finland,79.3,Europe & Central Asia,Finland,"Population, female",2566545.0
244,Fiji,1990,0.002736500905193215,Fiji,67.5,East Asia & Pacific,Fiji,"Population, female",358487.0
245,France,1990,0.0037464104286953894,France,81.1,Europe & Central Asia,France,"Population, female",29895283.0
246,"Micronesia, Fed. Sts.",1990,0.0030605088095895946,"Micronesia, Fed. Sts.",65.2,East Asia & Pacific,"Micronesia, Fed. Sts.","Population, female",47051.0
247,Gabon,1990,0.008017754780689609,Gabon,62.2,Sub-Saharan Africa,Gabon,"Population, female",483926.0
248,United Kingdom,1990,0.002756585324286431,United Kingdom,78.6,Europe & Central Asia,United Kingdom,"Population, female",29420457.0
249,Georgia,1990,0.006033891415360382,Georgia,74.0,Europe & Central Asia,Georgia,"Population, female",2519104.0
250,Ghana,1990,0.005412390037821291,Ghana,58.3,Sub-Saharan Africa,Ghana,"Population, female",7335022.0
251,Guinea,1990,0.008294645170821255,Guinea,51.4,Sub-Saharan Africa,Guinea,"Population, female",3303336.0
252,"Gambia, The",1990,0.008145788731658922,"Gambia, The",53.8,Sub-Saharan Africa,"Gambia, The","Population, female",478775.0
253,Guinea-Bissau,1990,0.009523601667423925,Guinea-Bissau,50.4,Sub-Saharan Africa,Guinea-Bissau,"Population, female",504011.0
254,Equatorial Guinea,1990,0.004385134111228974,Equatorial Guinea,50.7,Sub-Saharan Africa,Equatorial Guinea,"Population, female",211168.0
255,Greece,1990,0.015288095999906636,Greece,79.7,Europe & Central Asia,Greece,"Population, female",5141255.0
256,Grenada,1990,0.00665710774272839,Grenada,72.3,Latin America & Caribbean,Grenada,"Population, female",48820.0
257,Guatemala,1990,0.004019220218566513,Guatemala,65.8,Latin America & Caribbean,Guatemala,"Population, female",4553122.0
258,Guam,1990,0.0023327255104890507,Guam,74.7,East Asia & Pacific,Guam,"Population, female",60873.0
259,Guyana,1990,0.003106959057183979,Guyana,67.0,Latin America & Caribbean,Guyana,"Population, female",376574.0
260,Honduras,1990,0.0040495926751288455,Honduras,69.5,Latin America & Caribbean,Honduras,"Population, female",2494078.0
261,Croatia,1990,0.004713398933552859,Croatia,76.2,Europe & Central Asia,Croatia,"Population, female",2461069.0
262,Haiti,1990,0.0034110645988532115,Haiti,56.3,Latin America & Caribbean,Haiti,"Population, female",3576596.0
263,Hungary,1990,0.007826801416243024,Hungary,73.9,Europe & Central Asia,Hungary,"Population, female",5391730.0
264,Indonesia,1990,0.0018158258143843146,Indonesia,64.1,East Asia & Pacific,Indonesia,"Population, female",90317033.0
265,India,1990,0.0007452018642331724,India,58.8,South Asia,India,"Population, female",420020420.0
266,Ireland,1990,0.002605470581971503,Ireland,77.9,Europe & Central Asia,Ireland,"Population, female",1765516.0
267,"Iran, Islamic Rep.",1990,0.002324267206881395,"Iran, Islamic Rep.",66.8,Middle East & North Africa,"Iran, Islamic Rep.","Population, female",27621609.0
268,Iraq,1990,0.001760486913617424,Iraq,69.9,Middle East & North Africa,Iraq,"Population, female",8633975.0
269,Iceland,1990,0.0018048834313277324,Iceland,80.6,Europe & Central Asia,Iceland,"Population, female",126878.0
270,Israel,1990,0.0031144026772724855,Israel,78.7,Middle East & North Africa,Israel,"Population, female",2334316.0
271,Italy,1990,0.009881103901831782,Italy,80.4,Europe & Central Asia,Italy,"Population, female",29146541.0
272,Jamaica,1990,0.003467001891759385,Jamaica,74.4,Latin America & Caribbean,Jamaica,"Population, female",1225843.0
273,Jordan,1990,0.0008716865603601714,Jordan,71.6,Middle East & North Africa,Jordan,"Population, female",1697858.0
274,Japan,1990,0.010985684471533808,Japan,82.1,East Asia & Pacific,Japan,"Population, female",62626958.0
275,Kazakhstan,1990,0.005823810709512481,Kazakhstan,71.0,Europe & Central Asia,Kazakhstan,"Population, female",8413735.0
276,Kenya,1990,0.0011172224204195331,Kenya,59.3,Sub-Saharan Africa,Kenya,"Population, female",11904523.0
277,Kyrgyz Republic,1990,0.003642336011083427,Kyrgyz Republic,70.2,Europe & Central Asia,Kyrgyz Republic,"Population, female",2237575.0
278,Cambodia,1990,0.002240936435622529,Cambodia,56.2,East Asia & Pacific,Cambodia,"Population, female",4640917.0
279,Kiribati,1990,0.00568585643212509,Kiribati,62.6,East Asia & Pacific,Kiribati,"Population, female",36582.0
280,"Korea, Rep.",1990,0.010944929045989468,"Korea, Rep.",76.3,East Asia & Pacific,"Korea, Rep.","Population, female",21379764.0
281,Kuwait,1990,0.0007261650417296212,Kuwait,73.5,Middle East & North Africa,Kuwait,"Population, female",904753.0
282,Lao PDR,1990,0.002767058752784676,Lao PDR,55.3,East Asia & Pacific,Lao PDR,"Population, female",2128614.0
283,Lebanon,1990,0.0021202558395086077,Lebanon,72.1,Middle East & North Africa,Lebanon,"Population, female",1419640.0
284,Liberia,1990,0.007413260541627758,Liberia,47.9,Sub-Saharan Africa,Liberia,"Population, female",1044075.0
285,Libya,1990,0.002026001464441529,Libya,70.7,Middle East & North Africa,Libya,"Population, female",2097728.0
286,St. Lucia,1990,0.003560239248077471,St. Lucia,73.0,Latin America & Caribbean,St. Lucia,"Population, female",70220.0
287,Sri Lanka,1990,0.0009139949413177943,Sri Lanka,73.3,South Asia,Sri Lanka,"Population, female",8577728.0
288,Lesotho,1990,0.002137744140097818,Lesotho,63.6,Sub-Saharan Africa,Lesotho,"Population, female",926210.0
289,Lithuania,1990,0.0023100224688185466,Lithuania,75.5,Europe & Central Asia,Lithuania,"Population, female",1948033.0
290,Luxembourg,1990,0.005384173606268204,Luxembourg,78.9,Europe & Central Asia,Luxembourg,"Population, female",195016.0
291,Latvia,1990,0.0029880695172615503,Latvia,74.0,Europe & Central Asia,Latvia,"Population, female",1422323.0
292,Morocco,1990,0.0005630824031681268,Morocco,66.9,Middle East & North Africa,Morocco,"Population, female",12431573.0
293,Moldova,1990,0.00373238779509191,Moldova,71.0,Europe & Central Asia,Moldova,"Population, female",1553965.0
294,Madagascar,1990,0.002410668793565305,Madagascar,52.9,Sub-Saharan Africa,Madagascar,"Population, female",5807517.0
295,Maldives,1990,0.0008918638114765403,Maldives,62.4,South Asia,Maldives,"Population, female",108761.0
296,Mexico,1990,0.003938424269466517,Mexico,74.1,Latin America & Caribbean,Mexico,"Population, female",42402745.0
297,North Macedonia,1990,0.0061181745060607225,North Macedonia,73.4,Europe & Central Asia,North Macedonia,"Population, female",992126.0
298,Mali,1990,0.012152988361410242,Mali,46.8,Sub-Saharan Africa,Mali,"Population, female",4278783.0
299,Malta,1990,0.002425280770749779,Malta,79.4,Middle East & North Africa,Malta,"Population, female",179773.0
300,Myanmar,1990,0.006175919317412883,Myanmar,60.5,East Asia & Pacific,Myanmar,"Population, female",21211417.0
301,Montenegro,1990,0.005156958773891993,Montenegro,77.8,Europe & Central Asia,Montenegro,"Population, female",304443.0
302,Mongolia,1990,0.01871800645093034,Mongolia,63.1,East Asia & Pacific,Mongolia,"Population, female",1105887.0
303,Mozambique,1990,0.007431046084870803,Mozambique,47.2,Sub-Saharan Africa,Mozambique,"Population, female",6782356.0
304,Mauritania,1990,0.007438674861574265,Mauritania,61.5,Sub-Saharan Africa,Mauritania,"Population, female",1024376.0
305,Mauritius,1990,0.002241970824235139,Mauritius,73.6,Sub-Saharan Africa,Mauritius,"Population, female",530783.0
306,Malawi,1990,0.0016954453042807675,Malawi,48.4,Sub-Saharan Africa,Malawi,"Population, female",4742117.0
307,Malaysia,1990,0.002630466035038711,Malaysia,73.1,East Asia & Pacific,Malaysia,"Population, female",8857746.0
308,Namibia,1990,0.0006690448946624487,Namibia,64.4,Sub-Saharan Africa,Namibia,"Population, female",742850.0
309,Niger,1990,0.005022452312302911,Niger,44.8,Sub-Saharan Africa,Niger,"Population, female",4101582.0
310,Nigeria,1990,0.006277003929806019,Nigeria,47.2,Sub-Saharan Africa,Nigeria,"Population, female",47315567.0
311,Nicaragua,1990,0.00282429195381094,Nicaragua,68.0,Latin America & Caribbean,Nicaragua,"Population, female",2103182.0
312,Netherlands,1990,0.0020380358363457224,Netherlands,80.1,Europe & Central Asia,Netherlands,"Population, female",7556295.0
313,Norway,1990,0.0022989867204371525,Norway,80.1,Europe & Central Asia,Norway,"Population, female",2144423.0
314,Nepal,1990,0.0009054062850338863,Nepal,55.9,South Asia,Nepal,"Population, female",9509543.0
315,New Zealand,1990,0.002004834074845956,New Zealand,78.6,East Asia & Pacific,New Zealand,"Population, female",1690913.0
316,Oman,1990,0.0012943984905322218,Oman,69.8,Middle East & North Africa,Oman,"Population, female",803462.0
317,Pakistan,1990,0.0017114579194174606,Pakistan,61.1,South Asia,Pakistan,"Population, female",51827158.0
318,Panama,1990,0.0028805897352803503,Panama,76.2,Latin America & Caribbean,Panama,"Population, female",1221972.0
319,Peru,1990,0.0040025089601211285,Peru,68.9,Latin America & Caribbean,Peru,"Population, female",11093042.0
320,Philippines,1990,0.0009501330659726363,Philippines,70.0,East Asia & Pacific,Philippines,"Population, female",30627289.0
321,Papua New Guinea,1990,0.0020684402328825548,Papua New Guinea,58.4,East Asia & Pacific,Papua New Guinea,"Population, female",2267409.0
322,Poland,1990,0.004766570506732474,Poland,75.4,Europe & Central Asia,Poland,"Population, female",19552842.0
323,Puerto Rico,1990,0.0057480954643694725,Puerto Rico,78.7,Latin America & Caribbean,Puerto Rico,"Population, female",1826692.0
324,"Korea, Dem. People's Rep.",1990,0.011309389630324806,"Korea, Dem. People's Rep.",73.0,East Asia & Pacific,"Korea, Dem. People's Rep.","Population, female",10433808.0
325,Portugal,1990,0.004808885429753096,Portugal,78.2,Europe & Central Asia,Portugal,"Population, female",5177915.0
326,Paraguay,1990,0.0018089994121951512,Paraguay,70.8,Latin America & Caribbean,Paraguay,"Population, female",2084025.0
328,Qatar,1990,0.0020893133843066527,Qatar,77.1,Middle East & North Africa,Qatar,"Population, female",157468.0
329,Romania,1990,0.0032642038984965196,Romania,73.0,Europe & Central Asia,Romania,"Population, female",11763971.0
330,Russian Federation,1990,0.0040150714091250145,Russian Federation,73.2,Europe & Central Asia,Russian Federation,"Population, female",78703457.0
331,Rwanda,1990,0.002650461759711682,Rwanda,30.8,Sub-Saharan Africa,Rwanda,"Population, female",3693696.0
332,Saudi Arabia,1990,0.0033162321166586095,Saudi Arabia,71.5,Middle East & North Africa,Saudi Arabia,"Population, female",7146665.0
333,Sudan,1990,0.0018418212087404672,Sudan,57.2,Sub-Saharan Africa,Sudan,"Population, female",10044406.0
334,Senegal,1990,0.006057896560754883,Senegal,59.0,Sub-Saharan Africa,Senegal,"Population, female",3780190.0
335,Singapore,1990,0.0051449366294390765,Singapore,78.6,East Asia & Pacific,Singapore,"Population, female",1514110.0
336,Solomon Islands,1990,0.002532480379872057,Solomon Islands,65.7,East Asia & Pacific,Solomon Islands,"Population, female",151630.0
337,Sierra Leone,1990,0.005442368518779373,Sierra Leone,38.6,Sub-Saharan Africa,Sierra Leone,"Population, female",2186548.0
338,El Salvador,1990,0.002956541069245304,El Salvador,69.7,Latin America & Caribbean,El Salvador,"Population, female",2699100.0
339,Somalia,1990,0.003199160540274232,Somalia,46.8,Sub-Saharan Africa,Somalia,"Population, female",3594693.0
340,Serbia,1990,0.007002565958834805,Serbia,74.5,Europe & Central Asia,Serbia,"Population, female",3841449.0
341,South Sudan,1990,0.002468626365074367,South Sudan,45.7,Sub-Saharan Africa,South Sudan,"Population, female",2762670.0
342,Sao Tome and Principe,1990,0.0009282742387322427,Sao Tome and Principe,60.1,Sub-Saharan Africa,Sao Tome and Principe,"Population, female",60327.0
343,Suriname,1990,0.004377092546393667,Suriname,70.9,Latin America & Caribbean,Suriname,"Population, female",199219.0
344,Slovak Republic,1990,0.00420255116974694,Slovak Republic,75.7,Europe & Central Asia,Slovak Republic,"Population, female",2712638.0
345,Slovenia,1990,0.003904739925819679,Slovenia,77.3,Europe & Central Asia,Slovenia,"Population, female",1026957.0
346,Sweden,1990,0.006603708236163384,Sweden,80.6,Europe & Central Asia,Sweden,"Population, female",4330900.0
347,Eswatini,1990,0.002355413409691833,Eswatini,63.6,Sub-Saharan Africa,Eswatini,"Population, female",433045.0
348,Seychelles,1990,0.0013493339457969684,Seychelles,75.6,Sub-Saharan Africa,Seychelles,"Population, female",34832.0
349,Syrian Arab Republic,1990,0.0014461466366691442,Syrian Arab Republic,72.5,Middle East & North Africa,Syrian Arab Republic,"Population, female",6154286.0
350,Chad,1990,0.0058225577198464705,Chad,48.4,Sub-Saharan Africa,Chad,"Population, female",3005552.0
351,Togo,1990,0.006744851168846108,Togo,57.0,Sub-Saharan Africa,Togo,"Population, female",1912570.0
352,Thailand,1990,0.01051163711810434,Thailand,73.6,East Asia & Pacific,Thailand,"Population, female",28539798.0
353,Tajikistan,1990,0.002566931616041071,Tajikistan,61.3,Europe & Central Asia,Tajikistan,"Population, female",2664660.0
354,Turkmenistan,1990,0.002300500932743708,Turkmenistan,66.6,Europe & Central Asia,Turkmenistan,"Population, female",1873505.0
355,Timor-Leste,1990,0.001489868075468391,Timor-Leste,51.0,East Asia & Pacific,Timor-Leste,"Population, female",365133.0
356,Tonga,1990,0.008326216908625107,Tonga,69.6,East Asia & Pacific,Tonga,"Population, female",46840.0
357,Trinidad and Tobago,1990,0.004358820734926561,Trinidad and Tobago,70.0,Latin America & Caribbean,Trinidad and Tobago,"Population, female",612551.0
358,Tunisia,1990,0.0008090939223602272,Tunisia,71.7,Middle East & North Africa,Tunisia,"Population, female",4090996.0
359,Turkey,1990,0.002249785226122102,Turkey,68.6,Europe & Central Asia,Turkey,"Population, female",27291494.0
360,Tanzania,1990,0.0034668981512193057,Tanzania,51.9,Sub-Saharan Africa,Tanzania,"Population, female",12662616.0
361,Uganda,1990,0.0032624171603600517,Uganda,48.7,Sub-Saharan Africa,Uganda,"Population, female",8735854.0
362,Ukraine,1990,0.002528892871234719,Ukraine,74.0,Europe & Central Asia,Ukraine,"Population, female",27759183.0
363,Uruguay,1990,0.00192966285230398,Uruguay,76.6,Latin America & Caribbean,Uruguay,"Population, female",1601316.0
364,United States,1990,0.003016557341208245,United States,78.8,North America,United States,"Population, female",127297431.0
365,Uzbekistan,1990,0.002180660379224559,Uzbekistan,69.4,Europe & Central Asia,Uzbekistan,"Population, female",10363833.0
366,St. Vincent and the Grenadines,1990,0.003367875647668394,St. Vincent and the Grenadines,72.1,Latin America & Caribbean,St. Vincent and the Grenadines,"Population, female",54040.0
367,"Venezuela, RB",1990,0.003263522348406052,"Venezuela, RB",74.0,Latin America & Caribbean,"Venezuela, RB","Population, female",9744073.0
368,Vietnam,1990,0.004659890331810986,Vietnam,75.5,East Asia & Pacific,Vietnam,"Population, female",34335572.0
369,Vanuatu,1990,0.0023176110346377504,Vanuatu,66.2,East Asia & Pacific,Vanuatu,"Population, female",71194.0
370,"Yemen, Rep.",1990,0.0016446774694705692,"Yemen, Rep.",59.2,Middle East & North Africa,"Yemen, Rep.","Population, female",5928214.0
371,South Africa,1990,0.002592548583280222,South Africa,66.6,Sub-Saharan Africa,South Africa,"Population, female",18514600.0
372,Zambia,1990,0.003671412546208944,Zambia,49.5,Sub-Saharan Africa,Zambia,"Population, female",4031146.0
373,Zimbabwe,1990,0.006047926286271818,Zimbabwe,60.1,Sub-Saharan Africa,Zimbabwe,"Population, female",5241466.0
374,Afghanistan,1991,0.0021459416306964137,Afghanistan,52.8,South Asia,Afghanistan,"Population, female",6477343.0
375,Angola,1991,0.002697639712395638,Angola,47.1,Sub-Saharan Africa,Angola,"Population, female",6116458.0
376,Albania,1991,0.005159553586450564,Albania,75.0,Europe & Central Asia,Albania,"Population, female",1604790.0
377,United Arab Emirates,1991,0.0009956033793278999,United Arab Emirates,73.9,Middle East & North Africa,United Arab Emirates,"Population, female",663919.0
378,Argentina,1991,0.004229522147056243,Argentina,75.5,Latin America & Caribbean,Argentina,"Population, female",16975913.0
379,Armenia,1991,0.006951421151850485,Armenia,71.3,Europe & Central Asia,Armenia,"Population, female",1812579.0
382,Antigua and Barbuda,1991,0.005229997553217519,Antigua and Barbuda,73.7,Latin America & Caribbean,Antigua and Barbuda,"Population, female",32696.0
383,Australia,1991,0.001556715468735676,Australia,80.5,East Asia & Pacific,Australia,"Population, female",8672105.0
384,Austria,1991,0.005001213165569866,Austria,79.2,Europe & Central Asia,Austria,"Population, female",4039020.0
385,Azerbaijan,1991,0.004600068436105857,Azerbaijan,69.0,Europe & Central Asia,Azerbaijan,"Population, female",3717336.0
386,Burundi,1991,0.0036989479135291665,Burundi,48.6,Sub-Saharan Africa,Burundi,"Population, female",2838645.0
387,Belgium,1991,0.004932485624348941,Belgium,79.6,Europe & Central Asia,Belgium,"Population, female",5108986.0
388,Benin,1991,0.006857837409389403,Benin,56.5,Sub-Saharan Africa,Benin,"Population, female",2639316.0
